,probesets,sym,chrom
10334,40263_at,ZFPL1,11
10335,40264_g_at,ZFPL1,11
10336,40265_s_at,,
10337,40266_at,VASH1,14
10338,40267_s_at,ANGEL1,14
10339,40268_at,FOSL2,2
10340,40269_at,PRPF18,10
10341,40270_at,CDC2L5,7
10342,40271_at,NUP93,16
10343,40272_at,CRMP1,4
10344,40273_at,,
10345,40274_at,DBP,19
10346,40275_at,KPNA6,1
10347,40276_at,PSMD7,16
10348,40277_at,GGA2,16
10349,40278_at,GGA2,16
10350,40279_at,VGLL4,3
10351,40280_at,LRRC23,12
10352,40281_at,SEPT2,2
10353,40282_s_at,CFD,19
10354,40283_at,CFD,19
10355,40284_at,FOXA2,20
10356,40285_at,NVL,1
10357,40286_r_at,KLHL35,11
10358,40287_s_at,KLHL35,11
10359,40288_r_at,KLHL35,11
10360,40289_at,NAPG,18
10361,40290_f_at,ST3GAL1,8
10362,40291_r_at,ST3GAL1,8
10363,40292_at,DBC1,9
10364,40293_at,FBP2,9
10365,40294_at,ABCB9,12
10366,40295_at,CPNE6,14
10367,40296_at,SASH3,X
10368,40297_at,STEAP1,7
10369,40298_at,ATP2C2,16
10370,40299_at,GPR161,1
10371,402_s_at,ICAM3,19
10372,40300_g_at,GPR161,1
10373,40301_at,GPR161,1
10374,40302_at,EMID1,22
10375,40303_at,TFAP2C,20
10376,40304_at,DST,6
10377,40305_r_at,PIGK,1
10378,40306_at,BRAF,7
10379,40307_at,ATAD2B,2
10380,40308_at,ATAD2B,2
10381,40309_at,CA9,9
10382,40310_at,TLR2,4
10383,40311_at,TFR2,7
10384,40312_at,DACH1,13
10385,40313_at,BNC1,15
10386,40314_at,SYNGR3,16
10387,40315_at,SPINK5,5
10388,40316_at,GH2,17
10389,40317_at,ACCN1,17
10390,40318_at,DYNC1I1,7
10391,40319_at,DYNC1I1,7
10392,40320_at,CDC14A,1
10393,40321_at,IL1RL1,2
10394,40322_at,IL1RL1,2
10395,40323_at,CD38,4
10396,40324_r_at,TOP3B,22
10397,40325_at,NTHL1,16
10398,40326_at,CBLN1,16
10399,40327_at,HOXB13,17
10400,40328_at,TWIST1,7
10401,40329_at,SLC39A7,6
10402,40330_at,PLCE1,10
10403,40331_at,MARCO,2
10404,40332_at,OGFR,20
10405,40333_at,BMP4,14
10406,40334_at,CSTF2,X
10407,40335_at,CLCN4,X
10408,40336_at,FDXR,17
10409,40337_at,FUT1,19
10410,40338_at,,
10411,40339_at,GABRP,5
10412,40340_at,C6orf162,6
10413,40341_at,TMEM186,16
10414,40342_at,,
10415,40343_at,FAM36A,1
10416,40344_at,NLGN1,3
10417,40345_at,IREB2,15
10418,40346_at,FAM189A1,15
10419,40347_at,ANP32E,1
10420,40348_s_at,ANP32E,1
10421,40349_at,CBR4,4
10422,40350_at,ADAM23,2
10423,40351_at,GNB3,12
10424,40352_at,YPEL1,22
10425,40353_at,DPY19L4,8
10426,40354_at,HSPA4L,4
10427,40355_at,WDHD1,14
10428,40356_at,CLCA2,1
10429,40357_at,INHBA,7
10430,40358_at,GLI3,7
10431,40359_at,RASSF7,11
10432,40360_at,SLC10A3,X
10433,40361_at,CCT6B,17
10434,40362_at,NFKB2,10
10435,40363_r_at,NFKB2,10
10436,40364_at,SLC31A1,9
10437,40365_at,GNA15,19
10438,40366_at,SELP,1
10439,40367_at,BMP2,20
10440,40368_r_at,CPN2,3
10441,40369_f_at,HLA-G,6
10442,40370_f_at,HLA-G,6
10443,40371_at,DRD2,11
10444,40372_at,PNLIPRP1,10
10445,40373_at,,
10446,40374_at,ANKRD1,10
10447,40375_at,EGR3,8
10448,40376_at,ARSE,X
10449,40377_at,RBM19,12
10450,40378_at,SH3GL2,9
10451,40379_at,CYP2E1,10
10452,40380_at,ELAVL4,1
10453,40381_at,ZNF510,9
10454,40382_at,CRH,8
10455,40383_at,THOC5,22
10456,40384_at,NPHP1,2
10457,40385_at,CCL20,2
10458,40386_r_at,,
10459,40387_at,LPAR1,9
10460,40388_at,DLGAP1,18
10461,40389_at,SLC38A3,3
10462,40390_at,SDS,12
10463,40391_at,SLC22A4,5
10464,40392_at,CDX2,13
10465,40393_at,HOXA4,7
10466,40394_at,GGCX,2
10467,40395_at,PLXNA2,1
10468,40396_at,P2RX5,17
10469,40397_at,MEOX2,7
10470,40398_s_at,MEOX2,7
10471,40399_r_at,MEOX2,7
10472,403_s_at,FLT4,5
10473,40400_at,ADORA1,1
10474,40401_at,DOK5,20
10475,40402_at,SLC6A2,16
10476,40403_at,MYOC,1
10477,40404_s_at,CDC16,13
10478,40405_at,NAB2,12
10479,40406_at,MSTP9,1
10480,40407_at,KPNA2,17
10481,40408_at,CARS,11
10482,40409_at,ALDH3A2,17
10483,40410_at,DCTN3,9
10484,40411_at,NCOA6,20
10485,40412_at,PTTG1,5
10486,40413_at,DAP3,1
10487,40414_at,VARS,6
10488,40415_at,ACAA1,3
10489,40416_at,SMARCB1,22
10490,40417_at,CCT5,5
10491,40418_at,RBBP4,1
10492,40419_at,STOM,9
10493,40420_at,STK10,5
10494,40421_at,PIN1,19
10495,40422_at,IGFBP2,2
10496,40423_at,EHBP1,2
10497,40424_at,PROSC,8
10498,40425_at,EFNA1,1
10499,40426_at,BCL7B,7
10500,40427_at,COX17,3
10501,40428_i_at,,
10502,40429_r_at,,
10503,40430_at,,
10504,40431_at,ATMIN,16
10505,40432_at,GNS,12
10506,40433_at,GNS,12
10507,40434_at,PODXL,7
10508,40435_at,SLC25A6,X Y
10509,40436_g_at,SLC25A6,X Y
10510,40437_at,TMEM87A,15
10511,40438_at,PPP1R12A,12
10512,40439_at,ASNA1,19
10513,40440_at,SERBP1,1
10514,40441_g_at,SERBP1,1
10515,40442_f_at,SERBP1,1
10516,40443_at,CTNND1,11
10517,40444_s_at,CTNND1,11
10518,40445_at,ELF3,1
10519,40446_at,PHF1,6
10520,40447_at,LPIN2,18
10521,40448_at,ZFP36,19
10522,40449_at,RFC1,4
10523,40450_at,POLE,12
10524,40451_at,POLE,12
10525,40452_at,CPNE1,20
10526,40453_s_at,SFRS5,14
10527,40454_at,FAT1,4
10528,40455_at,ENDOD1,11
10529,40456_at,SLC39A8,4
10530,40457_at,SFRS3,6
10531,40458_at,STAT5A,17
10532,40459_at,ACOX1,17
10533,40460_s_at,ACOX1,17
10534,40461_at,ZHX3,20
10535,40462_at,TRPC4AP,20
10536,40463_at,TNPO1,5
10537,40464_g_at,TNPO1,5
10538,40465_at,DDX23,12
10539,40466_at,NFYC,1
10540,40467_at,SDHD,11
10541,40468_at,FNBP1,9
10542,40469_at,MCM3AP,21
10543,40470_at,OGDH,7
10544,40471_at,PEX19,1
10545,40472_at,LPCAT4,15
10546,40473_at,STK24,13
10547,40474_r_at,KPNA1,3
10548,40475_at,CAPN6,X
10549,40476_s_at,FOXK2,17
10550,40477_r_at,FOXK2,17
10551,40478_at,TMX4,20
10552,40479_at,FYN,6
10553,40480_s_at,FYN,6
10554,40481_r_at,FYN,6
10555,40482_s_at,C1orf61,1
10556,40483_at,C1orf61,1
10557,40484_g_at,C1orf61,1
10558,40485_at,,
10559,40486_g_at,,
10560,40487_at,TRIM44,11
10561,40488_at,DMD,X
10562,40489_at,ATN1,12
10563,40490_at,DDX21,10
10564,40491_at,ARID4B,1
10565,40492_at,FRYL,4
10566,40493_at,CD44,11
10567,40494_at,DEDD,1
10568,40495_at,ORAI2,7
10569,40496_at,C1S,12
10570,40497_at,TUSC4,3
10571,40498_g_at,TUSC4,3
10572,40499_r_at,TUSC4,3
10573,404_at,IL4R,16
10574,40500_at,NDRG4,16
10575,40501_s_at,MYBPC1,12
10576,40502_r_at,MYBPC1,12
10577,40503_at,MYBPC1,12
10578,40504_at,PON2,7
10579,40505_at,UBE2L6,11
10580,40506_s_at,PABPC4,1
10581,40507_at,SLC2A1,1
10582,40508_at,GSTA4,6
10583,40509_at,ETFA,15
10584,40510_at,HS2ST1,1
10585,40511_at,GATA3,10
10586,40512_at,CHN1,2
10587,40513_at,PPP3R1,2
10588,40514_at,ERGIC3,20
10589,40515_at,EIF2B2,14
10590,40516_at,AHR,7
10591,40517_at,TTC37,5
10592,40518_at,PTPRC,1
10593,40519_at,PTPRC,1
10594,40520_g_at,PTPRC,1
10595,40521_at,RGL2,6
10596,40522_at,GLUL,1
10597,40523_at,FOXA2,20
10598,40524_at,PTPN21,14
10599,40525_at,DOT1L,19
10600,40526_at,DOT1L,19
10601,40527_at,KCNQ1,11
10602,40528_at,LHX2,9
10603,40529_at,LHX2,9
10604,40530_at,APBB2,4
10605,40531_at,SOX3,X
10606,40532_at,BIRC5,17
10607,40533_at,,
10608,40534_at,PTPRD,9
10609,40535_i_at,EIF5B,2
10610,40536_f_at,EIF5B,2
10611,40537_at,EIF5B,2
10612,40538_at,SLC26A10,12
10613,40539_at,MYO9B,19
10614,40540_at,C2orf55,2
10615,40541_at,ASS1,9
10616,40542_at,ASCL1,12
10617,40543_at,ASCL1,12
10618,40544_g_at,ASCL1,12
10619,40545_at,PROSC,8
10620,40546_s_at,NDUFA2,5
10621,40547_at,,
10622,40548_at,BICD1,12
10623,40549_at,CDK5,7
10624,40550_at,,
10625,40551_at,SPTBN1,2
10626,40552_s_at,,
10627,40553_at,,
10628,40554_at,GOLIM4,3
10629,40555_at,RHOQ,2
10630,40556_at,RCN1,11
10631,40557_at,GUCA1B,6
10632,40558_at,GUCA1B,6
10633,40559_at,FAM182B,20
10634,40560_at,TBX2,17
10635,40561_at,TLX2,2
10636,40562_at,GNA11,19
10637,40563_at,,
10638,40564_at,NUP50,22
10639,40565_at,,
10640,40566_at,PRKCA,17
10641,40567_at,,
10642,40568_at,ATP6V1B2,8
10643,40569_at,MZF1,19
10644,40570_at,FOXO1,13
10645,40571_at,MYO5A,15
10646,40572_at,AAK1,2
10647,40573_s_at,MAP3K9,14
10648,40574_at,MAP3K9,14
10649,40575_at,DLG5,10
10650,40576_f_at,HNRPDL,4
10651,40577_at,TSTD2,9
10652,40578_s_at,TMOD1,9
10653,40579_at,AGFG1,2
10654,40580_r_at,PTMS,12
10655,40581_at,TRIO,5
10656,40582_at,PTPRJ,11
10657,40583_at,PTPRJ,11
10658,40584_at,NUP88,17
10659,40585_at,ADCY7,16
10660,40586_at,EEF1E1,6
10661,40587_s_at,EEF1E1,6
10662,40588_r_at,EEF1E1,6
10663,40589_at,SNTB2,16
10664,40590_at,,
10665,40591_at,CDC27,17
10666,40592_at,IDS,X
10667,40593_at,PTBP1,19
10668,40594_r_at,ACVRL1,12
10669,40595_at,TCOF1,5
10670,40596_at,TCOF1,5
10671,40597_g_at,TCOF1,5
10672,40598_at,STARD5,15
10673,40599_at,IL16,15
10674,405_at,RXRA,9
10675,40600_at,DNAJC4,11
10676,40601_at,TM2D1,1
10677,40602_at,SPRED2,2
10678,40603_at,SPRED2,2
10679,40604_at,DYRK2,12
10680,40605_at,SNX4,3
10681,40606_at,ELL2,5
10682,40607_at,DPYSL2,8
10683,40608_at,LOC552889,12
10684,40609_at,CHD8,14
10685,40610_at,ZFR,5
10686,40611_s_at,ZFR,5
10687,40612_at,DOPEY1,6
10688,40613_at,C6orf62,6
10689,40614_at,SHB,9
10690,40615_at,SPG11,15
10691,40616_at,EIF3J,15
10692,40617_at,THUMPD1,16
10693,40618_at,CDV3,3
10694,40619_at,UBE2S,19
10695,40620_at,PAWR,12
10696,40621_at,PAWR,12
10697,40622_r_at,UBE3B,12
10698,40623_at,UBE3B,12
10699,40624_at,OLIG2,21
10700,40625_f_at,MTX1,1
10701,40626_at,,
10702,40627_at,RHEB,7
10703,40628_at,AAK1,2
10704,40629_at,PIGH,14
10705,40630_at,LOC644761,15
10706,40631_at,TOB1,17
10707,40632_at,GP1BB,22
10708,40633_at,DIS3,13
10709,40634_at,NAP1L1,12
10710,40635_at,FLOT1,6
10711,40636_at,FLOT1,6
10712,40637_at,HSPA8,11
10713,40638_at,SFPQ,1
10714,40639_at,SCO2,22
10715,40640_at,NCAPH2,22
10716,40641_at,BTAF1,10
10717,40642_at,NFIB,9
10718,40643_at,ITGA2B,17
10719,40644_g_at,ITGA2B,17
10720,40645_at,GSK3B,3
10721,40646_at,CX3CR1,3
10722,40647_at,XK,X
10723,40648_at,MERTK,2
10724,40649_at,PCSK1,5
10725,40650_r_at,CRHR1,17
10726,40651_s_at,CRHR1,17
10727,40652_at,PASK,2
10728,40653_at,RGS7,1
10729,40654_at,PEX7,6
10730,40655_at,KALRN,3
10731,40656_at,HSPA1L,6
10732,40657_r_at,ADIPOQ,3
10733,40658_r_at,ADIPOQ,3
10734,40659_at,NR4A3,9
10735,40660_at,NR4A3,9
10736,40661_at,NR4A3,9
10737,40662_g_at,NR4A3,9
10738,40663_at,REPS2,X
10739,40664_at,BAI3,6
10740,40665_at,FMO3,1
10741,40666_at,ENTPD5,14
10742,40667_at,CD6,11
10743,40668_s_at,CD6,11
10744,40669_at,RAB27A,15
10745,40670_at,KYNU,2
10746,40671_g_at,KYNU,2
10747,40672_at,KYNU,2
10748,40673_at,ACADSB,10
10749,40674_s_at,HOXC6,12
10750,40675_r_at,HOXC6,12
10751,40676_at,ITGB3BP,1
10752,40677_at,CCDC106,19
10753,40678_at,ST8SIA1,12
10754,40679_at,SLC6A12,12
10755,40680_at,SPIN2A,X
10756,40681_at,ITGBL1,13
10757,40682_at,GYS2,12
10758,40683_at,GRB14,2
10759,40684_at,GCHFR,15
10760,40685_at,ALDH3B1,11
10761,40686_at,NMB,15
10762,40687_at,GJA4,1
10763,40688_at,,
10764,40689_at,SEL1L,14
10765,40690_at,CKS2,9
10766,40691_at,ZNF274,19
10767,40692_at,TLE4,9
10768,40693_at,KCNB1,20
10769,40694_at,KRT20,17
10770,40695_at,IMPDH1,7
10771,40696_at,RIPK1,6
10772,40697_at,CCNA2,4
10773,40698_at,CLEC2B,12
10774,40699_at,CD8A,2
10775,406_at,ITGB4,17
10776,40700_at,SP140,2
10777,40701_at,USP13,3
10778,40702_at,IFNG,12
10779,40703_at,RBP3,10
10780,40704_at,PIK3CA,3
10781,40705_at,RAPGEF3,12
10782,40706_at,,
10783,40707_at,MPHOSPH9,12
10784,40708_at,MPHOSPH9,12
10785,40709_at,ZNF271,18
10786,40710_at,CLGN,4
10787,40711_at,YTHDC1,4
10788,40712_at,ADAM8,10
10789,40713_at,NFAT5,16
10790,40714_at,CTRC,1
10791,40715_at,CD180,5
10792,40716_at,MAN1C1,1
10793,40717_at,CTSL2,9
10794,40718_at,CTSW,11
10795,40719_at,TRAF3IP3,1
10796,40720_at,TRAF3IP3,1
10797,40721_g_at,TRAF3IP3,1
10798,40722_at,C14orf143,14
10799,40723_at,SIT1,9
10800,40724_at,ZNF200,16
10801,40725_at,GOSR1,17
10802,40726_at,KIF11,10
10803,40727_at,ANAPC10,4
10804,40728_at,ALOX12P2,17
10805,40729_s_at,LTB,6
10806,40730_at,PNOC,8
10807,40731_at,CBX5,12
10808,40732_at,NPAT,11
10809,40733_f_at,MSX2,5
10810,40734_r_at,MSX2,5
10811,40735_at,HAL,12
10812,40736_at,CDH17,8
10813,40737_at,KCNMA1,10
10814,40738_at,CD2,1
10815,40739_at,CA4,17
10816,40740_at,PAX6,11
10817,40741_at,CETP,16
10818,40742_at,HCK,20
10819,40743_at,AMPD1,1
10820,40744_at,RAD52,12
10821,40745_at,AP1B1,22
10822,40746_at,GRIA2,4
10823,40747_at,AKAP6,14
10824,40748_at,CPA2,7
10825,40749_at,MS4A1,11
10826,40750_at,PDE4A,19
10827,40751_at,C19orf36,19
10828,40752_at,C19orf36,19
10829,40753_at,SNCB,5
10830,40754_at,GTF2H3,12
10831,40755_at,MICA,6
10832,40756_at,NPM3,10
10833,40757_at,GZMA,5
10834,40758_at,ICT1,17
10835,40759_at,MMP16,8
10836,40760_at,DHX57,2
10837,40761_at,,
10838,40762_g_at,,
10839,40763_at,MEIS1,2
10840,40764_at,GOT2,16
10841,40765_at,PDXDC1,16
10842,40766_at,,
10843,40767_at,TFPI,2
10844,40768_s_at,NUP214,9
10845,40769_r_at,NUP214,9
10846,40770_f_at,HNRPDL,4
10847,40771_at,MSN,X
10848,40772_at,MFSD7,4
10849,40773_at,MYL5,4
10850,40774_at,CCT3,1
10851,40775_at,ITM2A,X
10852,40776_at,DES,2
10853,40777_at,CTNNB1,3
10854,40778_at,HSD17B10,X
10855,40779_at,KIFAP3,1
10856,40780_at,CTBP2,10
10857,40781_at,AKT3,1
10858,40782_at,DHRS3,1
10859,40783_s_at,,
10860,40784_at,PPP2R5C,14
10861,40785_g_at,PPP2R5C,14
10862,40786_at,PPP2R5C,14
10863,40787_at,WIPF2,17
10864,40788_at,AK2,1
10865,40789_at,AK2,1
10866,40790_at,BHLHE40,3
10867,40791_at,POLR2A,17
10868,40792_s_at,TRIO,5
10869,40793_s_at,AQP4,18
10870,40794_at,KLK3,19
10871,40795_at,TTN,2
10872,40796_at,,
10873,40797_at,ADAM10,15
10874,40798_s_at,ADAM10,15
10875,40799_at,HN1L,16
10876,407_at,PTPRB,12
10877,40800_at,HN1L,16
10878,40801_at,GAPVD1,9
10879,40802_at,GAPVD1,9
10880,40803_at,TMEM123,11
10881,40804_at,NUP88,17
10882,40805_at,SIPA1L1,14
10883,40806_at,MGAT2,14
10884,40807_at,LRRC41,1
10885,40808_at,CHGA,14
10886,40809_at,SNTB2,16
10887,40810_at,SMARCC1,3
10888,40811_at,ZNF451,6
10889,40812_at,SLC5A3,21
10890,40813_at,SLC5A3,21
10891,40814_at,IDS,X
10892,40815_g_at,IDS,X
10893,40816_at,PWP1,12
10894,40817_at,NUCB1,19
10895,40818_at,RBPJ,4
10896,40819_at,,
10897,40820_at,RBM8A,1
10898,40821_at,AHCY,20
10899,40822_at,NFATC3,16
10900,40823_s_at,NFATC3,16
10901,40824_at,XPO7,8
10902,40825_at,MAPRE3,2
10903,40826_at,MARK3,14
10904,40827_at,IARS,9
10905,40828_at,ARHGEF7,13
10906,40829_at,WDTC1,1
10907,40830_at,DNAJC4,11
10908,40831_at,KIAA1279,10
10909,40832_s_at,TOR1AIP1,1
10910,40833_r_at,TOR1AIP1,1
10911,40834_at,PDZD2,5
10912,40835_at,EML3,11
10913,40836_s_at,EML3,11
10914,40837_at,TLE2,19
10915,40838_at,ZNF292,6
10916,40839_at,UBL3,13
10917,40840_at,PPIF,10
10918,40841_at,TACC1,8
10919,40842_at,SNRPA,19
10920,40843_at,ITGB1BP1,2
10921,40844_at,CTR9,11
10922,40845_at,ILF3,19
10923,40846_g_at,ILF3,19
10924,40847_at,MICAL2,11
10925,40848_g_at,MICAL2,11
10926,40849_s_at,CREB3,9
10927,40850_at,FKBP8,19
10928,40851_r_at,SEC23B,20
10929,40852_at,TDRD7,9
10930,40853_at,ATP10D,4
10931,40854_at,UQCRC2,16
10932,40855_at,SAMD4A,14
10933,40856_at,SERPINF1,17
10934,40857_f_at,PSG3,19
10935,40858_at,PSG1,19
10936,40859_at,ZC3H14,14
10937,40860_s_at,ZC3H14,14
10938,40861_at,MORF4L2,X
10939,40862_i_at,CKB,14
10940,40863_r_at,CKB,14
10941,40864_at,RAC1,7
10942,40865_at,TDG,12
10943,40866_at,NIPSNAP1,22
10944,40867_at,PPP2R1A,19
10945,40868_at,THUMPD1,16
10946,40869_at,RBM6,3
10947,40870_g_at,RBM6,3
10948,40871_at,VHL,3
10949,40872_at,COX6B1,19
10950,40873_at,DVL3,3
10951,40874_at,CDV3,3
10952,40875_s_at,SNRNP70,19
10953,40876_at,GYG1,3
10954,40877_s_at,,
10955,40878_f_at,HERC2P3,15
10956,40879_at,BICD2,9
10957,40880_r_at,CLCN3,4
10958,40881_at,ACLY,17
10959,40882_at,CES2,16
10960,40883_at,STX16,20
10961,40884_g_at,STX16,20
10962,40885_s_at,STX16,20
10963,40886_at,EEF1A1,6
10964,40887_g_at,EEF1A1,6
10965,40888_f_at,,
10966,40889_at,,
10967,40890_at,MTX1,1
10968,40891_f_at,LAGE3,X
10969,40892_s_at,LAGE3,X
10970,40893_at,SUCLA2,13
10971,40894_at,SIKE1,1
10972,40895_g_at,SIKE1,1
10973,40896_at,POU2F1,1
10974,40897_at,PDE6A,5
10975,40898_at,SQSTM1,5
10976,40899_at,KRT19,17
10977,408_at,CXCL1,4
10978,40900_at,MYH10,17
10979,40901_at,STRN3,14
10980,40902_at,WWP1,8
10981,40903_at,ATP6AP2,X
10982,40904_at,PRPF31,19
10983,40905_s_at,PRPF31,19
10984,40906_at,ZNF688,16
10985,40907_at,ZNF785,16
10986,40908_r_at,CUL4A,13
10987,40909_at,RABL3,3
10988,40910_at,CAPZA1,1
10989,40911_at,BPHL,6
10990,40912_s_at,BPHL,6
10991,40913_at,ATP2B4,1
10992,40914_s_at,ATP2B4,1
10993,40915_r_at,CDC2,10
10994,40916_at,BEX4,X
10995,40917_at,CAMSAP1,9
10996,40918_at,,
10997,40919_at,SSTR2,17
10998,40920_at,CDC14B,9
10999,40921_at,CDC14B,9
11000,40922_at,SLC36A1,5
11001,40923_at,SLC36A1,5
11002,40924_at,RNFT2,12
11003,40925_at,,
11004,40926_at,SLC6A8,X
11005,40927_at,SLC6A8,X
11006,40928_at,WSB1,17
11007,40929_at,WSB1,17
11008,40930_at,SULT4A1,22
11009,40931_at,TMED5,1
11010,40932_at,ZDHHC18,1
11011,40933_f_at,ZDHHC18,1
11012,40934_at,MFSD5,12
11013,40935_at,MFSD5,12
11014,40936_at,CRIM1,2
11015,40937_at,SCAPER,15
11016,40938_at,RCE1,11
11017,40939_at,RCE1,11
11018,40940_at,VAPB,20
11019,40941_at,VAPB,20
11020,40942_g_at,VAPB,20
11021,40943_at,ELOVL6,4
11022,40944_at,KLF11,2
11023,40945_at,KLF11,2
11024,40946_at,ISG20L2,1
11025,40947_at,ISG20L2,1
11026,40948_at,ROM1,11
11027,40949_at,DYNC1LI2,16
11028,40950_at,DYNC1LI2,16
11029,40951_at,,
11030,40952_at,LOC730092,16
11031,40953_at,CNN3,1
11032,40954_at,FXYD2,11
11033,40955_at,PTOV1,19
11034,40956_at,C16orf35,16
11035,40957_at,SUZ12,17
11036,40958_at,SPTB,14
11037,40959_at,PLEKHG3,14
11038,40960_at,B4GALT1,9
11039,40961_at,SMARCA2,9
11040,40962_s_at,SMARCA2,9
11041,40963_at,ABCA4,1
11042,40964_at,HK2,2
11043,40965_at,CLCN4,X
11044,40966_at,STK39,2
11045,40967_at,STK39,2
11046,40968_at,SOCS3,17
11047,40969_at,SOCS3,17
11048,40970_at,RFXAP,13
11049,40971_at,ANKS1A,6
11050,40972_at,AKT2,19
11051,40973_at,PARD3,10
11052,40974_at,SRRD,22
11053,40975_s_at,TFIP11,22
11054,40976_at,KATNB1,16
11055,40977_f_at,CDR1,X
11056,40978_s_at,CDR1,X
11057,40979_at,AHSA1,14
11058,40980_at,CHD8,14
11059,40981_at,CHD8,14
11060,40982_at,TSR1,17
11061,40983_s_at,,
11062,40984_at,TUBGCP4,15
11063,40985_g_at,TUBGCP4,15
11064,40986_s_at,TUBGCP4,15
11065,40987_at,VDR,12
11066,40988_at,YME1L1,10
11067,40989_at,TSPAN5,4
11068,40990_at,TSPAN5,4
11069,40991_at,SAP30,4
11070,40992_s_at,SAP30,4
11071,40993_r_at,SAP30,4
11072,40994_at,GRK5,10
11073,40995_at,NEFL,8
11074,40996_s_at,NEFL,8
11075,40997_at,PCBP2,12
11076,40998_at,MED12,X
11077,40999_at,MED12,X
11078,409_at,YWHAQ,2
11079,41000_at,FOXN3,14
11080,41001_at,RPH3A,12
11081,41002_at,,
11082,41003_at,PFDN4,20
11083,41004_at,TOP3A,17
11084,41005_at,ITGA8,10
11085,41006_at,B3GNTL1,17
11086,41007_at,MYOZ3,5
11087,41008_at,FAM169A,5
11088,41009_at,ANO3,11
11089,41010_at,HOMER1,5
11090,41011_i_at,RAPGEF4,2
11091,41012_r_at,RAPGEF4,2
11092,41013_at,C10orf72,10
11093,41014_s_at,PITX2,4
11094,41015_at,PRKAA1,5
11095,41016_at,,
11096,41017_at,MYBPH,1
11097,41018_at,ABHD14A,3
11098,41019_at,PDCL,9
11099,41020_at,PCSK2,20
11100,41021_s_at,GPD2,2
11101,41022_r_at,GPD2,2
11102,41023_at,C8A,1
11103,41024_f_at,GYPE,4
11104,41025_r_at,GYPE,4
11105,41026_f_at,GYPB,4
11106,41027_at,FOXC1,6
11107,41028_at,RYR3,15
11108,41029_at,SNRNP35,12
11109,41030_at,FOXJ1,17
11110,41031_at,OMD,9
11111,41032_at,PCSK5,9
11112,41033_at,ZNF84,12
11113,41034_s_at,SULT2B1,19
11114,41035_at,TBKBP1,17
11115,41036_at,KCTD17,22
11116,41037_at,TEAD4,12
11117,41038_at,NCF2,1
11118,41039_at,TTLL1,22
11119,41040_at,RPP38,10
11120,41041_s_at,MYO7A,11
11121,41042_r_at,MYO7A,11
11122,41043_at,SOX15,17
11123,41044_at,WDR67,8
11124,41045_at,SECTM1,17
11125,41046_s_at,ZMYM3,X
11126,41047_at,C9orf16,9
11127,41048_at,PMAIP1,18
11128,41049_at,IRS1,2
11129,41050_at,TAF5,10
11130,41051_at,TSNAX,1
11131,41052_s_at,CACNA1A,19
11132,41053_at,C6orf47,6
11133,41054_at,FCHO1,19
11134,41055_at,NACAD,7
11135,41056_at,PART1,5
11136,41057_at,ACOT13,6
11137,41058_g_at,ACOT13,6
11138,41059_at,CD300A,17
11139,41060_at,CCNE1,19
11140,41061_at,HIP1,7
11141,41062_at,PCGF1,2
11142,41063_g_at,PCGF1,2
11143,41064_at,PCGF1,2
11144,41065_at,NFKBIB,19
11145,41066_at,SCGB2A1,11
11146,41067_at,TRDMT1,10
11147,41068_at,ODF2,9
11148,41069_at,LECT1,13
11149,41070_r_at,MTERF,7
11150,41071_at,SPINK2,4
11151,41072_at,CAV3,3
11152,41073_at,LGR5,12
11153,41074_at,LGR5,12
11154,41075_at,AKAP3,12
11155,41076_at,GJB3,1
11156,41077_at,ZNF862,7
11157,41078_at,ZC3H3,8
11158,41079_at,ACCN3,7
11159,41080_at,,
11160,41081_at,BUB1,2
11161,41082_at,RND2,17
11162,41083_at,ZNF428,19
11163,41084_at,ZNF428,19
11164,41085_at,POLE2,14
11165,41086_at,RGS20,8
11166,41087_at,DLX5,7
11167,41088_at,ABHD2,15
11168,41089_at,ATP2B4,1
11169,41090_s_at,ATP2B2,3
11170,41091_at,BPTF,17
11171,41092_at,LDHC,11
11172,41093_at,OPCML,11
11173,41094_at,PIP,7
11174,41095_at,ERCC2,19
11175,41096_at,S100A8,1
11176,41097_at,TERF2,16
11177,41098_at,DAAM2,6
11178,41099_at,LIG3,17
11179,410_s_at,CSNK2B,6
11180,41100_at,CARD8,19
11181,41101_at,FIG4,6
11182,41102_at,GPKOW,X
11183,41103_at,BRPF1,3
11184,41104_at,CXCL13,4
11185,41105_s_at,MLLT4,6
11186,41106_at,KCNN4,19
11187,41107_at,SNPH,20
11188,41108_at,GTPBP6,X Y
11189,41109_at,C4BPA,1
11190,41110_at,CUL5,11
11191,41111_at,BCAT2,19
11192,41112_at,ZNF500,16
11193,41113_at,ZNF500,16
11194,41114_at,MAST2,1
11195,41115_s_at,BAIAP3,16
11196,41116_at,C16orf42,16
11197,41117_s_at,SLC9A3R2,16
11198,41118_at,DHRS12,13
11199,41119_f_at,DHRS12,13
11200,41120_at,AMT,3
11201,41121_at,STX16,20
11202,41122_at,KDM1,1
11203,41123_s_at,ENPP2,8
11204,41124_r_at,ENPP2,8
11205,41125_r_at,ENPP2,8
11206,41126_at,SLC1A4,2
11207,41127_at,SLC1A4,2
11208,41128_at,,
11209,41129_at,TMEM41B,11
11210,41130_at,RANBP3,19
11211,41131_f_at,HNRNPH2,X
11212,41132_r_at,HNRNPH2,X
11213,41133_at,G3BP1,5
